index,source,target
3074,コンタオスーツ,Combinaison Kontao
3075,コンタオＦスーツ,Combinaison Kontao F
3076,コンタオFZスーツ,Combinaison Kontao FZ
3077,ダミー,
3078,ダミー,
3079,グロリアメイル・金,Cotte Gloria dorée
3080,グロリアＦメイル・金,Cotte Gloria F dorée
3081,グロリアFZメイル・金,Cotte Gloria FZ dorée
3082,グロリアHCメイル・金,Cotte Gloria HC dorée
3083,グロリアHSメイル・金,Cotte Gloria HS dorée
3084,グロリアスーツ・金,Combinaison Gloria dorée
3085,グロリアＦスーツ・金,Combinaison Gloria F dorée
3086,グロリアFZスーツ・金,Combinaison Gloria FZ dorée
3087,グロリアHCスーツ・金,Combinaison Gloria HC dorée
3088,グロリアHSスーツ・金,Combinaison Gloria HS dorée
3089,グロリアメイル・青,Cotte Gloria bleue
3090,グロリアＦメイル・青,Cotte Gloria F bleue
3091,グロリアFZメイル・青,Cotte Gloria FZ bleue
3092,グロリアHCメイル・青,Cotte Gloria HC bleue
3093,グロリアHSメイル・青,Cotte Gloria HS bleue
3094,グロリアスーツ・青,Combinaison Gloria bleue
3095,グロリアＦスーツ・青,Combinaison Gloria F bleue
3096,グロリアFZスーツ・青,Combinaison Gloria FZ bleue
3097,グロリアHCスーツ・青,Combinaison Gloria HC bleue
3098,グロリアHSスーツ・青,Combinaison Gloria HS bleue
3099,グロリアメイル・水,
3100,グロリアＦメイル・水,
3101,グロリアFZメイル・水,
3102,グロリアHCメイル・水,
3103,グロリアHSメイル・水,
3104,グロリアスーツ・水,
3105,グロリアＦスーツ・水,
3106,グロリアFZスーツ・水,
3107,グロリアHCスーツ・水,
3108,グロリアHSスーツ・水,
3109,グロリアメイル・赤,Cotte Gloria rouge
3110,グロリアＦメイル・赤,Cotte Gloria F rouge
3111,グロリアFZメイル・赤,Cotte Gloria FZ rouge
3112,グロリアHCメイル・赤,Cotte Gloria HC rouge
3113,グロリアHSメイル・赤,Cotte Gloria HS rouge
3114,グロリアスーツ・赤,Combinaison Gloria rouge
3115,グロリアＦスーツ・赤,Combinaison Gloria F rouge
3116,グロリアFZスーツ・赤,Combinaison Gloria FZ rouge
3117,グロリアHCスーツ・赤,Combinaison Gloria HC rouge
3118,グロリアHSスーツ・赤,Combinaison Gloria HS rouge
3119,神龍胴着・赤,
3120,神龍Ｆ胴着・赤,
3121,神龍FZ胴着・赤,
3122,神龍HC胴着・赤,
3123,神龍HS胴着・赤,
3124,裂破胴着・赤,
3125,裂破Ｆ胴着・赤,
3126,裂破FZ胴着・赤,
3127,裂破HC胴着・赤,
3128,裂破HS胴着・赤,
3129,神龍胴着・白,
3130,神龍Ｆ胴着・白,
3131,神龍FZ胴着・白,
3132,神龍HC胴着・白,
3133,神龍HS胴着・白,
3134,裂破胴着・白,
3135,裂破Ｆ胴着・白,
3136,裂破FZ胴着・白,
3137,裂破HC胴着・白,
3138,裂破HS胴着・白,
3139,神龍胴着・紫,
3140,神龍Ｆ胴着・紫,
3141,神龍FZ胴着・紫,
3142,神龍HC胴着・紫,
3143,神龍HS胴着・紫,
3144,裂破胴着・紫,
3145,裂破Ｆ胴着・紫,
3146,裂破FZ胴着・紫,
3147,裂破HC胴着・紫,
3148,裂破HS胴着・紫,
3149,神龍胴着・黄,
3150,神龍Ｆ胴着・黄,
3151,神龍FZ胴着・黄,
3152,神龍HC胴着・黄,
3153,神龍HS胴着・黄,
3154,裂破胴着・黄,
3155,裂破Ｆ胴着・黄,
3156,裂破FZ胴着・黄,
3157,裂破HC胴着・黄,
3158,裂破HS胴着・黄,
3159,キャノンスーツ・水,
3160,キャノンＦスーツ・水,
3161,キャノンFZスーツ・水,
3162,キャノンHCスーツ・水,
3163,キャノンHSスーツ・水,
3164,アクセルスーツ・水,
3165,アクセルＦスーツ・水,
3166,アクセルFZスーツ・水,
3167,アクセルHCスーツ・水,
3168,アクセルHSスーツ・水,
3169,キャノンスーツ・緑,
3170,キャノンＦスーツ・緑,
3171,キャノンFZスーツ・緑,
3172,キャノンHCスーツ・緑,
3173,キャノンHSスーツ・緑,
3174,アクセルスーツ・緑,
3175,アクセルＦスーツ・緑,
3176,アクセルFZスーツ・緑,
3177,アクセルHCスーツ・緑,
3178,アクセルHSスーツ・緑,
3179,キャノンスーツ・桃,
3180,キャノンＦスーツ・桃,
3181,キャノンFZスーツ・桃,
3182,キャノンHCスーツ・桃,
3183,キャノンHSスーツ・桃,
3184,アクセルスーツ・桃,
3185,アクセルＦスーツ・桃,
3186,アクセルFZスーツ・桃,
3187,アクセルHCスーツ・桃,
3188,アクセルHSスーツ・桃,
3189,キャノンスーツ・紫,
3190,キャノンＦスーツ・紫,
3191,キャノンFZスーツ・紫,
3192,キャノンHCスーツ・紫,
3193,キャノンHSスーツ・紫,
3194,アクセルスーツ・紫,
3195,アクセルＦスーツ・紫,
3196,アクセルFZスーツ・紫,
3197,アクセルHCスーツ・紫,
3198,アクセルHSスーツ・紫,
3199,剣士ランク8,
3200,剣士ランク9,
3201,ガンランク8,
3202,ガンランク9,
3203,ダミー,
3204,ダミー,
3205,ダミー,
3206,ダミー,
3207,ダミー,
3208,ダミー,
3209,ダミー,
3210,ダミー,
3211,ダミー,
3212,ダミー,
3213,ダミー,
3214,ダミー,
3215,ダミー,
3216,ダミー,
3217,ダミー,
3218,ダミー,
3219,ダミー,
3220,ダミー,
3221,ダミー,
3222,ダミー,
3223,ダミー,
3224,ダミー,
3225,ダミー,
3226,ダミー,
3227,ダミー,
3228,ダミー,
3229,ダミー,
3230,ダミー,
3231,ダミー,
3232,ダミー,
3233,ダミー,
3234,ダミー,
3235,ダミー,
3236,ダミー,
3237,ホープメイル,Cotte Espoir
3238,エミットメイル,
3239,エミットＦメイル,
3240,エミットFXメイル,
3241,エミットレジスト,
3242,エミットＦレジスト,
3243,エミットFXレジスト,
3244,ディボアメイル,Cotte Diboa
3245,ディボアＦメイル,Cotte Diboa F
3246,ディボアFXメイル,Cotte Diboa FX
3247,ディボアレジスト,Veste Diboa
3248,ディボアＦレジスト,Veste Diboa F
3249,ディボアFXレジスト,Veste Diboa FX
3250,ピエトラＧメイル,Cotte Pietra G
3251,ピエトラGFメイル,Cotte Pietra GF
3252,ピエトラＧレジスト,Veste Pietra G
3253,ピエトラGFレジスト,Veste Pietra GF
3254,ポカラＧメイル,Cotte Pokara G
3255,ポカラGFメイル,Cotte Pokara GF
3256,ポカラＧレジスト,Veste Pokara G
3257,ポカラGFレジスト,Veste Pokara GF
3258,ザザミＧメイル,Cotte Hermitaur G
3259,ザザミGFメイル,Cotte Hermitaur GF
3260,ザザミＧレジスト,Veste Hermitaur G
3261,ザザミGFレジスト,Veste Hermitaur GF
3262,クックＧメイル,Cotte Kut-Ku G
3263,クックGFメイル,Cotte Kut-Ku GF
3264,クックＧレジスト,Veste Kut-Ku G
3265,クックGFレジスト,Veste Kut-Ku GF
3266,ファルノＧメイル,Cotte Farunokku G
3267,ファルノGFメイル,Cotte Farunokku GF
3268,ファルノＧレジスト,Veste Farunokku G
3269,ファルノGFレジスト,Veste Farunokku GF
3270,ゲリョスＧメイル,Cotte Gypceros G
3271,ゲリョスGFメイル,Cotte Gypceros GF
3272,ゲリョスＧレジスト,Veste Gypceros G
3273,ゲリョスGFレジスト,Veste Gypceros GF
3274,コンガＧメイル,Cotte Conga G
3275,コンガGFメイル,Cotte Conga GF
3276,コンガＧレジスト,Veste Conga G
3277,コンガGFレジスト,Veste Conga GF
3278,ヘッジＧメイル,Cotte Hyuji G
3279,ヘッジGFメイル,Cotte Hyuji GF
3280,ヘッジＧレジスト,Veste Hyuji G
3281,ヘッジGFレジスト,Veste Hyuji GF
3282,バサルＧメイル,Cotte Basarios G
3283,バサルGFメイル,Cotte Basarios GF
3284,バサルＧレジスト,Veste Basarios G
3285,バサルGFレジスト,Veste Basarios GF
3286,レイアＧメイル,Cotte Rathian G
3287,レイアGFメイル,Cotte Rathian GF
3288,レイアＧレジスト,Veste Rathian G
3289,レイアGFレジスト,Veste Rathian GF
3290,ギザミＧメイル,Cotte Ceanataur G
3291,ギザミGFメイル,Cotte Ceanataur GF
3292,ギザミＧレジスト,Veste Ceanataur G
3293,ギザミGFレジスト,Veste Ceanataur GF
3294,御神楽Ｇ【胴当て】,
3295,御神楽GF【胴当て】,
3296,里神楽Ｇ【胸当て】,
3297,里神楽GF【胸当て】,
3298,レウスＧメイル,Cotte Rathalos G
3299,レウスGFメイル,Cotte Rathalos GF
3300,レウスＧレジスト,Veste Rathalos G
3301,レウスGFレジスト,Veste Rathalos GF
3302,ブランゴＧメイル,Cotte Blango G
3303,ブランゴGFメイル,Cotte Blango GF
3304,ブランゴＧレジスト,Veste Blango G
3305,ブランゴGFレジスト,Veste Blango GF
3306,フルフルＧメイル,Cotte Khezu G
3307,フルフルGFメイル,Cotte Khezu GF
3308,フルフルＧレジスト,Veste Khezu G
3309,フルフルGFレジスト,Veste Khezu GF
3310,ホープＧメイル,Cotte Espoir G
3311,ホープGFメイル,Cotte Espoir GF
3312,ホープＧレジスト,Veste Espoir G
3313,ホープGFレジスト,Veste Espoir GF
3314,グラッシュベスト,
3315,グラッシュＦベスト,
3316,グラッシュFYベスト,
3317,グラッシュHCベスト,
3318,グラッシュスーツ,
3319,グラッシュＦスーツ,
3320,グラッシュFYスーツ,
3321,グラッシュHCスーツ,
3322,タンドレスメイル,Cotte Tandress
3323,タンドレスＦメイル,Cotte Tandress F
3324,タンドレスFYメイル,Cotte Tandress FY
3325,タンドレスHCメイル,Cotte Tandress HC
3326,タンドレスレジスト,Veste Tandress
3327,タンドレスＦレジスト,Veste Tandress F
3328,タンドレスFYレジスト,Veste Tandress FY
3329,タンドレスHCレジスト,Veste Tandress HC
3330,ダミー,
3331,ダミー,
3332,ダミー,
3333,ダミー,
3334,ダミー,
3335,ダミー,
3336,ダミー,
3337,ダミー,
3338,ロウセスＧメイル,Cotte Roses G
3339,ロウセスＧレジスト,Veste Roses G
3340,シェルカＧメイル,
3341,チェスカＧレジスト,
3342,ロアースＧメイル,
3343,ライードＧレジスト,
3344,蒼竜ノ具足【胴服】,
3345,蒼竜ノ具足Ｆ【胴服】,
3346,蒼竜ノ具足FZ【胴服】,
3347,蒼竜ノ具足HC【胴服】,
3348,蒼竜ノ具足HS【胴服】,
3349,蒼竜ノ羽織【胴服】,
3350,蒼竜ノ羽織Ｆ【胴服】,
3351,蒼竜ノ羽織FZ【胴服】,
3352,蒼竜ノ羽織HC【胴服】,
3353,蒼竜ノ羽織HS【胴服】,
3354,オービスブレスト,
3355,オービスＦブレスト,
3356,オービスFZブレスト,
3357,オービスHCブレスト,
3358,オービススーツ,Combinaison Ukon
3359,オービスＦスーツ,Combinaison Ukon F
3360,オービスFZスーツ,Combinaison Ukon FZ
3361,オービスHCスーツ,Combinaison Ukon HC
3362,オービスHSブレスト,
3363,オービスGSブレスト,
3364,オービスHSスーツ,Combinaison Ukon HS
3365,オービスGSスーツ,Combinaison Ukon GS
3366,蒼竜ノ具足GS【胴服】,
3367,蒼竜ノ羽織GS【胴服】,
3368,ロウセスGFメイル,Cotte Roses GF
3369,ロウセスGFレジスト,Veste Roses GF
3370,ダミー,
3371,ダミー,
3372,マゴスメイル・黄,Cotte Magos jaune
3373,マゴスＦメイル・黄,Cotte Magos F jaune
3374,マゴスFZメイル・黄,Cotte Magos FZ jaune
3375,マゴスHCメイル・黄,Cotte Magos HC jaune
3376,マゴスHSメイル・黄,Cotte Magos HS jaune
3377,マゴススーツ・黄,Combinaison Magos jaune
3378,マゴスＦスーツ・黄,Combinaison Magos F jaune
3379,マゴスFZスーツ・黄,Combinaison Magos FZ jaune
3380,マゴスHCスーツ・黄,Combinaison Magos HC jaune
3381,マゴスHSスーツ・黄,Combinaison Magos HS jaune
3382,マゴスメイル・赤,Cotte Magos rouge
3383,マゴスＦメイル・赤,Cotte Magos F rouge
3384,マゴスFZメイル・赤,Cotte Magos FZ rouge
3385,マゴスHCメイル・赤,Cotte Magos HC rouge
3386,マゴスHSメイル・赤,Cotte Magos HS rouge
3387,マゴススーツ・赤,Combinaison Magos rouge
3388,マゴスＦスーツ・赤,Combinaison Magos F rouge
3389,マゴスFZスーツ・赤,Combinaison Magos FZ rouge
3390,マゴスHCスーツ・赤,Combinaison Magos HC rouge
3391,マゴスHSスーツ・赤,Combinaison Magos HS rouge
3392,マゴスメイル・水,
3393,マゴスＦメイル・水,
3394,マゴスFZメイル・水,
3395,マゴスHCメイル・水,
3396,マゴスHSメイル・水,
3397,マゴススーツ・水,
3398,マゴスＦスーツ・水,
3399,マゴスFZスーツ・水,
3400,マゴスHCスーツ・水,
3401,マゴスHSスーツ・水,
3402,マゴスメイル・青,Cotte Magos bleue
3403,マゴスＦメイル・青,Cotte Magos F bleue
3404,マゴスFZメイル・青,Cotte Magos FZ bleue
3405,マゴスHCメイル・青,Cotte Magos HC bleue
3406,マゴスHSメイル・青,Cotte Magos HS bleue
3407,マゴススーツ・青,Combinaison Magos bleue
3408,マゴスＦスーツ・青,Combinaison Magos F bleue
3409,マゴスFZスーツ・青,Combinaison Magos FZ bleue
3410,マゴスHCスーツ・青,Combinaison Magos HC bleue
3411,マゴスHSスーツ・青,Combinaison Magos HS bleue
3412,マゴスGSメイル・黄,Cotte Magos GS jaune
3413,マゴスGSスーツ・黄,Combinaison Magos GS jaune
3414,マゴスGSメイル・赤,Cotte Magos GS rouge
3415,マゴスGSスーツ・赤,Combinaison Magos GS rouge
3416,マゴスGSメイル・水,
3417,マゴスGSスーツ・水,
3418,マゴスGSメイル・青,Cotte Magos GS bleue
3419,マゴスGSスーツ・青,Combinaison Magos GS bleue
3420,赤備ノ具足【胴服】,
3421,赤備ノ具足Ｆ【胴服】,
3422,赤備ノ具足FZ【胴服】,
3423,赤備ノ具足HC【胴服】,
3424,赤備ノ具足HS【胴服】,
3425,赤備ノ具足GS【胴服】,
3426,赤備ノ羽織【胴服】,
3427,赤備ノ羽織Ｆ【胴服】,
3428,赤備ノ羽織FZ【胴服】,
3429,赤備ノ羽織HC【胴服】,
3430,赤備ノ羽織HS【胴服】,
3431,赤備ノ羽織GS【胴服】,
3432,ミクベスト,Gilet Miku
3433,ミクＦベスト,Gilet Miku F
3434,ミクFZベスト,Gilet Miku FZ
3435,ミクHCベスト,Gilet Miku HC
3436,ミクHSベスト,Gilet Miku HS
3437,ミクGSベスト,Gilet Miku GS
3438,ミクスーツ,Combinaison Miku
3439,ミクＦスーツ,Combinaison Miku F
3440,ミクFZスーツ,Combinaison Miku FZ
3441,ミクHCスーツ,Combinaison Miku HC
3442,ミクHSスーツ,Combinaison Miku HS
3443,ミクGSスーツ,Combinaison Miku GS
3444,赤原礼装・胴：剣赤,Torse Akahara Lame rouge
3445,赤原礼装・胴：剣Ｆ赤,Torse Akahara F Lame rouge
3446,赤原礼装・胴：剣FZ赤,Torse Akahara FZ Lame rouge
3447,赤原礼装・胴：剣HC赤,Torse Akahara HC Lame rouge
3448,赤原礼装・胴：剣HS赤,Torse Akahara HS Lame rouge
3449,赤原礼装・胴：剣GS赤,Torse Akahara GS Lame rouge
3450,赤原礼装・胴：弓赤,Torse Akahara Arc rouge
3451,赤原礼装・胴：弓Ｆ赤,Torse Akahara F Arc rouge
3452,赤原礼装・胴：弓FZ赤,Torse Akahara FZ Arc rouge
3453,赤原礼装・胴：弓HC赤,Torse Akahara HC Arc rouge
3454,赤原礼装・胴：弓HS赤,Torse Akahara HS Arc rouge
3455,赤原礼装・胴：弓GS赤,Torse Akahara GS Arc rouge
3456,赤原礼装・胴：剣青,Torse Akahara Lame bleu
3457,赤原礼装・胴：剣Ｆ青,Torse Akahara F Lame bleu
3458,赤原礼装・胴：剣FZ青,Torse Akahara FZ Lame bleu
3459,赤原礼装・胴：剣HC青,Torse Akahara HC Lame bleu
3460,赤原礼装・胴：剣HS青,Torse Akahara HS Lame bleu
3461,赤原礼装・胴：剣GS青,Torse Akahara GS Lame bleu
3462,赤原礼装・胴：弓青,Torse Akahara Arc bleu
3463,赤原礼装・胴：弓Ｆ青,Torse Akahara F Arc bleu
3464,赤原礼装・胴：弓FZ青,Torse Akahara FZ Arc bleu
3465,赤原礼装・胴：弓HC青,Torse Akahara HC Arc bleu
3466,赤原礼装・胴：弓HS青,Torse Akahara HS Arc bleu
3467,赤原礼装・胴：弓GS青,Torse Akahara GS Arc bleu
3468,赤原礼装・胴：剣黒,Torse Akahara Lame noir
3469,赤原礼装・胴：剣Ｆ黒,Torse Akahara F Lame noir
3470,赤原礼装・胴：剣FZ黒,Torse Akahara FZ Lame noir
3471,赤原礼装・胴：剣HC黒,Torse Akahara HC Lame noir
3472,赤原礼装・胴：剣HS黒,Torse Akahara HS Lame noir
3473,赤原礼装・胴：剣GS黒,Torse Akahara GS Lame noir
3474,赤原礼装・胴：弓黒,Torse Akahara Arc noir
3475,赤原礼装・胴：弓Ｆ黒,Torse Akahara F Arc noir
3476,赤原礼装・胴：弓FZ黒,Torse Akahara FZ Arc noir
3477,赤原礼装・胴：弓HC黒,Torse Akahara HC Arc noir
3478,赤原礼装・胴：弓HS黒,Torse Akahara HS Arc noir
3479,赤原礼装・胴：弓GS黒,Torse Akahara GS Arc noir
3480,赤原礼装・胴：剣白,Torse Akahara Lame blanc
3481,赤原礼装・胴：剣Ｆ白,Torse Akahara F Lame blanc
3482,赤原礼装・胴：剣FZ白,Torse Akahara FZ Lame blanc
3483,赤原礼装・胴：剣HC白,Torse Akahara HC Lame blanc
3484,赤原礼装・胴：剣HS白,Torse Akahara HS Lame blanc
3485,赤原礼装・胴：剣GS白,Torse Akahara GS Lame blanc
3486,赤原礼装・胴：弓白,Torse Akahara Arc blanc
3487,赤原礼装・胴：弓Ｆ白,Torse Akahara F Arc blanc
3488,赤原礼装・胴：弓FZ白,Torse Akahara FZ Arc blanc
3489,赤原礼装・胴：弓HC白,Torse Akahara HC Arc blanc
3490,赤原礼装・胴：弓HS白,Torse Akahara HS Arc blanc
3491,赤原礼装・胴：弓GS白,Torse Akahara GS Arc blanc
3492,騎士王の胴鎧：剣青,
3493,騎士王の胴鎧：剣Ｆ青,
3494,騎士王の胴鎧：剣FZ青,
3495,騎士王の胴鎧：剣HC青,
3496,騎士王の胴鎧：剣HS青,
3497,騎士王の胴鎧：剣GS青,
3498,騎士王の胴鎧：弓青,
3499,騎士王の胴鎧：弓Ｆ青,
3500,騎士王の胴鎧：弓FZ青,
3501,騎士王の胴鎧：弓HC青,
3502,騎士王の胴鎧：弓HS青,
3503,騎士王の胴鎧：弓GS青,
3504,騎士王の胴鎧：剣赤,
3505,騎士王の胴鎧：剣Ｆ赤,
3506,騎士王の胴鎧：剣FZ赤,
3507,騎士王の胴鎧：剣HC赤,
3508,騎士王の胴鎧：剣HS赤,
3509,騎士王の胴鎧：剣GS赤,
3510,騎士王の胴鎧：弓赤,
3511,騎士王の胴鎧：弓Ｆ赤,
3512,騎士王の胴鎧：弓FZ赤,
3513,騎士王の胴鎧：弓HC赤,
3514,騎士王の胴鎧：弓HS赤,
3515,騎士王の胴鎧：弓GS赤,
3516,騎士王の胴鎧：剣黒,
3517,騎士王の胴鎧：剣Ｆ黒,
3518,騎士王の胴鎧：剣FZ黒,
3519,騎士王の胴鎧：剣HC黒,
3520,騎士王の胴鎧：剣HS黒,
3521,騎士王の胴鎧：剣GS黒,
3522,騎士王の胴鎧：弓黒,
3523,騎士王の胴鎧：弓Ｆ黒,
3524,騎士王の胴鎧：弓FZ黒,
3525,騎士王の胴鎧：弓HC黒,
3526,騎士王の胴鎧：弓HS黒,
3527,騎士王の胴鎧：弓GS黒,
3528,騎士王の胴鎧：剣白,
3529,騎士王の胴鎧：剣Ｆ白,
3530,騎士王の胴鎧：剣FZ白,
3531,騎士王の胴鎧：剣HC白,
3532,騎士王の胴鎧：剣HS白,
3533,騎士王の胴鎧：剣GS白,
3534,騎士王の胴鎧：弓白,
3535,騎士王の胴鎧：弓Ｆ白,
3536,騎士王の胴鎧：弓FZ白,
3537,騎士王の胴鎧：弓HC白,
3538,騎士王の胴鎧：弓HS白,
3539,騎士王の胴鎧：弓GS白,
3540,ヴェルフFZメイル,Cotte Welf FZ
3541,ヴェルフHCメイル,Cotte Welf HC
3542,ヴェルフFZレジスト,Veste Welf FZ
3543,ヴェルフHCレジスト,Veste Welf HC
3544,テリオグFZメイル,
3545,テリオグHCメイル,
3546,テリオグFZレジスト,
3547,テリオグHCレジスト,
3548,ベイルFZブリガンテス,
3549,ベイルHCブリガンテス,
3550,ファミ通ＴシャツFZ,
3551,ファミ通ＴシャツHC,
3552,ピエトラGXメイル,Cotte Pietra GX
3553,ピエトラGXレジスト,Veste Pietra GX
3554,ポカラGXメイル,Cotte Pokara GX
3555,ポカラGXレジスト,Veste Pokara GX
3556,ザザミGXメイル,Cotte Hermitaur GX
3557,ザザミGXレジスト,Veste Hermitaur GX
3558,クックGXメイル,Cotte Kut-Ku GX
3559,クックGXレジスト,Veste Kut-Ku GX
3560,ファルノGXメイル,Cotte Farunokku GX
3561,ファルノGXレジスト,Veste Farunokku GX
3562,ゲリョスGXメイル,Cotte Gypceros GX
3563,ゲリョスGXレジスト,Veste Gypceros GX
3564,コンガGXメイル,Cotte Conga GX
3565,コンガGXレジスト,Veste Conga GX
3566,ヘッジGXメイル,Cotte Hyuji GX
3567,ヘッジGXレジスト,Veste Hyuji GX
3568,バサルGXメイル,Cotte Basarios GX
3569,バサルGXレジスト,Veste Basarios GX
3570,レイアGXメイル,Cotte Rathian GX
3571,レイアGXレジスト,Veste Rathian GX
3572,ギザミGXメイル,Cotte Ceanataur GX
3573,ギザミGXレジスト,Veste Ceanataur GX
3574,御神楽GX【胴当て】,
3575,里神楽GX【胸当て】,
3576,レウスGXメイル,Cotte Rathalos GX
3577,レウスGXレジスト,Veste Rathalos GX
3578,ブランゴGXメイル,Cotte Blango GX
3579,ブランゴGXレジスト,Veste Blango GX
3580,フルフルGXメイル,Cotte Khezu GX
3581,フルフルGXレジスト,Veste Khezu GX
3582,ホープGXメイル,Cotte Espoir GX
3583,ホープGXレジスト,Veste Espoir GX
3584,マグシアＧメイル,Cotte Gougarf G
3585,マグシアGFメイル,Cotte Gougarf GF
3586,マグシアGXメイル,Cotte Gougarf GX
3587,マグシアＧレジスト,Veste Gougarf G
3588,マグシアGFレジスト,Veste Gougarf GF
3589,マグシアGXレジスト,Veste Gougarf GX
3590,ショウロウ【殻胴】Ｇ,
3591,ショウロウ【殻胴】GF,
3592,ショウロウ【殻胴】GX,
3593,ミタマ【殻胴】Ｇ,
3594,ミタマ【殻胴】GF,
3595,ミタマ【殻胴】GX,
3596,サベージＧメイル,Cotte Giaorugu G
3597,サベージGFメイル,Cotte Giaorugu GF
3598,サベージGXメイル,Cotte Giaorugu GX
3599,サベージＧレジスト,Veste Giaorugu G
3600,サベージGFレジスト,Veste Giaorugu GF
3601,サベージGXレジスト,Veste Giaorugu GX
3602,グラビドＧメイル,Cotte Gravios G
3603,グラビドGFメイル,Cotte Gravios GF
3604,グラビドGXメイル,Cotte Gravios GX
3605,グラビドＧレジスト,Veste Gravios G
3606,グラビドGFレジスト,Veste Gravios GF
3607,グラビドGXレジスト,Veste Gravios GX
3608,レックスＧメイル,Cotte Tigrex G
3609,レックスGFメイル,Cotte Tigrex GF
3610,レックスGXメイル,Cotte Tigrex GX
3611,レックスＧレジスト,Veste Tigrex G
3612,レックスGFレジスト,Veste Tigrex GF
3613,レックスGXレジスト,Veste Tigrex GX
3614,パリアＧメイル,Cotte Paria G
3615,パリアGFメイル,Cotte Paria GF
3616,パリアGXメイル,Cotte Paria GX
3617,パリアＧレジスト,Veste Paria G
3618,パリアGFレジスト,Veste Paria GF
3619,パリアGXレジスト,Veste Paria GX
3620,トルペドＧメイル,Cotte Torpille G
3621,トルペドGFメイル,Cotte Torpille GF
3622,トルペドGXメイル,Cotte Torpille GX
3623,トルペドＧレジスト,Veste Torpille G
3624,トルペドGFレジスト,Veste Torpille GF
3625,トルペドGXレジスト,Veste Torpille GX
3626,ラヴァＧメイル,Cotte Lavasioth G
3627,ラヴァGFメイル,Cotte Lavasioth GF
3628,ラヴァGXメイル,Cotte Lavasioth GX
3629,ラヴァＧレジスト,Veste Lavasioth G
3630,ラヴァGFレジスト,Veste Lavasioth GF
3631,ラヴァGXレジスト,Veste Lavasioth GX
3632,エスピナＧムスケル,
3633,エスピナGFムスケル,
3634,エスピナGXムスケル,
3635,エスピナＧケミュート,
3636,エスピナGFケミュート,
3637,エスピナGXケミュート,
3638,金色ノ羽織・Ｇ,
3639,金色ノ羽織・GF,
3640,金色ノ羽織・GX,
3641,黒子ノ装束・Ｇ,
3642,黒子ノ装束・GF,
3643,黒子ノ装束・GX,
3644,レビＧハイド,
3645,レビGFハイド,
3646,レビGXハイド,
3647,レビＧスキン,
3648,レビGFスキン,
3649,レビGXスキン,
3650,ガルルガＧメイル,Cotte Garuga G
3651,ガルルガGFメイル,Cotte Garuga GF
3652,ガルルガGXメイル,Cotte Garuga GX
3653,ガルルガＧレジスト,Veste Garuga G
3654,ガルルガGFレジスト,Veste Garuga GF
3655,ガルルガGXレジスト,Veste Garuga GX
3656,アクラＧメイル,Cotte Akura G
3657,アクラGFメイル,Cotte Akura GF
3658,アクラGXメイル,Cotte Akura GX
3659,アクラＧレジスト,Veste Akura G
3660,アクラGFレジスト,Veste Akura GF
3661,アクラGXレジスト,Veste Akura GX
3662,グレンＧメイル,Cotte Guren G
3663,グレンGFメイル,Cotte Guren GF
3664,グレンGXメイル,Cotte Guren GX
3665,グレンＧレジスト,Veste Guren G
3666,グレンGFレジスト,Veste Guren GF
3667,グレンGXレジスト,Veste Guren GX
3668,稲荷・Ｇ【胴当て】,
3669,稲荷・GF【胴当て】,
3670,稲荷・GX【胴当て】,
3671,玉藻・Ｇ【胸当て】,
3672,玉藻・GF【胸当て】,
3673,玉藻・GX【胸当て】,
3674,ディスＧメイル,Cotte Disu G
3675,ディスGFメイル,Cotte Disu GF
3676,ディスGXメイル,Cotte Disu GX
3677,ディスＧレジスト,Veste Disu G
3678,ディスGFレジスト,Veste Disu GF
3679,ディスGXレジスト,Veste Disu GX
3680,黒影ノ装束・Ｇ,
3681,黒影ノ装束・GF,
3682,黒影ノ装束・GX,
3683,黒陰ノ装束・Ｇ,
3684,黒陰ノ装束・GF,
3685,黒陰ノ装束・GX,
3686,白虎・剣聖Ｇメイル,
3687,白虎・剣聖GFメイル,
3688,朱雀・剣聖Ｇメイル,
3689,朱雀・剣聖GFメイル,
3690,玄武・剣聖Ｇメイル,
3691,玄武・剣聖GFメイル,
3692,青龍・剣聖Ｇメイル,
3693,青龍・剣聖GFメイル,
3694,白虎・双龍Ｇメイル,
3695,白虎・双龍GFメイル,
3696,朱雀・双龍Ｇメイル,
3697,朱雀・双龍GFメイル,
3698,玄武・双龍Ｇメイル,
3699,玄武・双龍GFメイル,
3700,青龍・双龍Ｇメイル,
3701,青龍・双龍GFメイル,
3702,白虎・剣王Ｇメイル,
3703,白虎・剣王GFメイル,
3704,朱雀・剣王Ｇメイル,
3705,朱雀・剣王GFメイル,
3706,玄武・剣王Ｇメイル,
3707,玄武・剣王GFメイル,
3708,青龍・剣王Ｇメイル,
3709,青龍・剣王GFメイル,
3710,白虎・刀神Ｇメイル,
3711,白虎・刀神GFメイル,
3712,朱雀・刀神Ｇメイル,
3713,朱雀・刀神GFメイル,
3714,玄武・刀神Ｇメイル,
3715,玄武・刀神GFメイル,
3716,青龍・刀神Ｇメイル,
3717,青龍・刀神GFメイル,
3718,白虎・天槍Ｇメイル,
3719,白虎・天槍GFメイル,
3720,朱雀・天槍Ｇメイル,
3721,朱雀・天槍GFメイル,
3722,玄武・天槍Ｇメイル,
3723,玄武・天槍GFメイル,
3724,青龍・天槍Ｇメイル,
